Open,Close,High,Low,Volume,High/Open,Low/Open,Close/Open,AVGPRICE,MEDPRICE,TYPPRICE,WCLPRICE,MA5,MA14,MA16,SMA5,SMA14,SMA16,EMA5,EMA14,EMA16,BBANDS_U5,BBANDS_M5,BBANDS_L5,RSI14,RSI16
167.1955,167.1805,167.1965,167.178,68,1.0000059810222164,0.9998953321112111,0.9999102846667524,167.187625,167.18725,167.185,167.183875,167.1953000000001,167.1933571428571,167.19140624999997,167.1953000000001,167.1933571428571,167.19140624999997,167.1953000000001,167.1933571428571,167.19140624999997,167.2108897366569,167.1953000000001,167.17971026334328,39.24612580700008,39.680899479043916
167.18,167.176,167.18,167.1755,45,1,0.9999730829046536,0.9999760736930253,167.177875,167.17775,167.17716666666666,167.176875,167.1909000000001,167.19228571428567,167.19087499999998,167.1909000000001,167.19228571428567,167.19087499999998,167.1909000000001,167.19228571428567,167.19087499999998,167.21229532262376,167.1909000000001,167.16950467737647,37.44674140941904,38.09901595364166
167.1765,167.1665,167.1765,167.1645,62,1,0.9999282195763161,0.9999401829802634,167.17100000000002,167.1705,167.16916666666668,167.1685,167.1840000000001,167.19024999999993,167.19059374999998,167.1840000000001,167.19024999999993,167.19059374999998,167.1840000000001,167.19024999999993,167.19059374999998,167.20972935766332,167.1840000000001,167.1582706423369,33.911862241762485,34.96059214349599
167.166,167.1685,167.1695,167.1645,53,1.0000209372719333,0.9999910268834572,1.000014955194238,167.167125,167.167,167.1675,167.16775,167.17730000000012,167.18846428571422,167.1891875,167.17730000000012,167.18846428571422,167.1891875,167.17730000000012,167.18846428571422,167.1891875,167.1976823415839,167.17730000000012,167.15691765841632,35.29663490979759,36.14186219923175
167.1685,167.172,167.176,167.166,39,1.0000448649117506,0.9999850450294164,1.000020936958817,167.170625,167.171,167.17133333333334,167.17149999999998,167.17270000000013,167.18610714285708,167.18775,167.17270000000013,167.18610714285708,167.18775,167.17270000000013,167.18610714285708,167.18775,167.18283113142934,167.17270000000013,167.16256886857093,37.75465037681328,38.23585797713802
167.174,167.169,167.174,167.165,77,1,0.9999461638771578,0.9999700910428655,167.1705,167.1695,167.16933333333336,167.16925,167.17040000000014,167.18467857142852,167.1862188,167.17040000000014,167.18467857142852,167.1862188,167.17040000000014,167.18467857142852,167.1862188,167.17701511953277,167.17040000000014,167.16378488046752,36.475570318243946,37.122888517956675
167.1685,167.1715,167.1715,167.163,63,1.0000179459647003,0.9999670990647163,1.0000179459647003,167.16862500000002,167.16725000000002,167.1686666666667,167.169375,167.16950000000014,167.1836428571428,167.184125,167.16950000000014,167.1836428571428,167.184125,167.16950000000014,167.1836428571428,167.184125,167.17354966723778,167.16950000000014,167.1654503327625,38.34997755209301,38.70872548436874
167.172,167.162,167.172,167.1585,66,1,0.999919245,0.999940181,167.16612500000002,167.16525000000001,167.1641666666667,167.16362500000002,167.16860000000014,167.18182142857134,167.1824375,167.16860000000014,167.18182142857134,167.1824375,167.16860000000014,167.18182142857134,167.1824375,167.17573861352432,167.16860000000014,167.16146138647596,34.218100803186665,35.118556193789665
167.162,167.086,167.168,167.063,237,1.000035893325038,0.9994077601368732,0.9995453512161855,167.11975,167.1155,167.10566666666668,167.10075,167.15210000000013,167.17489285714277,167.17618749999997,167.15210000000013,167.17489285714277,167.17618749999997,167.15210000000013,167.17489285714277,167.17618749999997,167.2185842826218,167.15210000000013,167.08561571737846,17.74583476099449,19.603399684101422
167.085,167.0355,167.0875,166.988,265,1.000014962444265,0.999419457,0.9997037436035551,167.049,167.03775000000002,167.037,167.03662500000002,167.12480000000014,167.16310714285706,167.16668749999997,167.12480000000014,167.16310714285706,167.16668749999997,167.12480000000014,167.16310714285706,167.16668749999997,167.23433830304947,167.12480000000014,167.0152616969508,13.199064062674742,14.928746784309732
167.036,167.0495,167.078,167.0355,208,1.0002514428027491,0.9999970066333007,1.0000808209008836,167.04975000000002,167.05675000000002,167.05433333333335,167.05312500000002,167.10090000000014,167.15249999999992,167.15834374999997,167.10090000000014,167.15249999999992,167.15834374999997,167.10090000000014,167.15249999999992,167.15834374999997,167.21353640544538,167.10090000000014,166.9882635945549,19.367012192086346,20.532426541185764
167.0495,167.0485,167.0635,167.0275,180,1.000083807494186,0.9998683025091366,0.9999940137504153,167.04725,167.0455,167.0465,167.047,167.07630000000012,167.14160714285705,167.14884374999997,167.07630000000012,167.14160714285705,167.14884374999997,167.07630000000012,167.14160714285705,167.14884374999997,167.16836215205663,167.07630000000012,166.9842378479436,19.26172678737073,20.42989504360065
167.049,167.076,167.092,167.049,151,1.0002574095026011,1,1.0001616292225635,167.0665,167.0705,167.07233333333332,167.07325,167.05910000000011,167.13260714285707,167.14121874999998,167.05910000000011,167.13260714285707,167.14121874999998,167.05910000000011,167.13260714285707,167.14121874999998,167.09673721350532,167.05910000000011,167.0214627864949,30.457924750324235,30.59617054
167.0745,167.0775,167.0925,167.0735,112,1.0001077363691049,0.9999940146461608,1.0000179560615174,167.0795,167.083,167.08116666666666,167.08024999999998,167.05740000000011,167.1242142857142,167.13349999999997,167.05740000000011,167.1242142857142,167.13349999999997,167.05740000000011,167.1242142857142,167.13349999999997,167.09052038423047,167.05740000000011,167.02427961576976,31.01982426510501,31.10828405057134
167.0795,167.024,167.0795,166.9975,275,1,0.9995092156727786,0.9996678228029172,167.04512499999998,167.0385,167.03366666666668,167.03125,167.0551000000001,167.11303571428562,167.12237499999995,167.0551000000001,167.11303571428562,167.12237499999995,167.0551000000001,167.11303571428562,167.12237499999995,167.09490653047195,167.0551000000001,167.01529346952825,23.672846843973865,24.289675484041105
167.0225,166.9755,167.0255,166.971,209,1.0000179616518732,0.9996916583095091,0.9997186007873191,166.998625,166.99824999999998,166.99066666666667,166.986875,167.04030000000012,167.09871428571418,167.10865624999994,167.04030000000012,167.09871428571418,167.10865624999994,167.04030000000012,167.09871428571418,167.10865624999994,167.1161435220832,167.04030000000012,166.96445647791703,19.227007975064883,20.041789265908875
166.9755,166.982,166.9875,166.9505,283,1.0000718668307627,0.9998502774359113,1.000038927866663,166.973875,166.969,166.97333333333333,166.9755,167.0270000000001,167.08553571428564,167.09624999999994,167.0270000000001,167.08553571428564,167.09624999999994,167.0270000000001,167.08553571428564,167.09624999999994,167.11480660495866,167.0270000000001,166.93919339504154,21.35863192703166,21.992039891310093
166.9815,166.9915,167.013,166.965,306,1.000188643652141,0.9999011866584022,1.0000598868736956,166.98775,166.989,166.98983333333334,166.99025,167.0101000000001,167.07289285714276,167.08471874999995,167.0101000000001,167.07289285714276,167.08471874999995,167.0101000000001,167.07289285714276,167.08471874999995,167.08529946710001,167.0101000000001,166.9349005329002,24.494917078544553,24.84961428098343
166.9925,166.9765,167.004,166.969,306,1.000068865368205,0.9998592751171459,0.9999041873138014,166.9855,166.98649999999998,166.98316666666665,166.98149999999998,166.9899000000001,167.05892857142848,167.07284374999995,166.9899000000001,167.05892857142848,167.07284374999995,166.9899000000001,167.05892857142848,167.07284374999995,167.02584106119306,166.9899000000001,166.95395893880712,22.939319195083847,23.405589692256033
166.9765,166.9475,166.979,166.931,305,1.0000149721667422,0.9997275065652953,0.9998263228657925,166.95850000000002,166.955,166.95250000000001,166.95125000000002,166.9746000000001,167.04310714285708,167.05903124999998,166.9746000000001,167.04310714285708,167.05903124999998,166.9746000000001,167.04310714285708,167.05903124999998,167.00398298618697,166.9746000000001,166.94521701381322,20.26039349781635,20.90089249209584
166.9475,166.918,166.9575,166.9135,240,1.000059899070067,0.9997963431617725,0.9998232977433026,166.934125,166.9355,166.92966666666666,166.92675,166.9631000000001,167.02499999999995,167.04315624999998,166.9631000000001,167.02499999999995,167.04315624999998,166.9631000000001,167.02499999999995,167.04315624999998,167.01691969757175,166.9631000000001,166.90928030242847,17.962379298169438,18.72646833124523
166.9175,166.935,166.9365,166.87,333,1.0001138286878248,0.999715428,1.0001048422124703,166.91475,166.90325,166.91383333333334,166.919125,166.9537000000001,167.0087857142857,167.0285313,166.9537000000001,167.0087857142857,167.0285313,166.9537000000001,167.0087857142857,167.0285313,167.00744978919894,166.9537000000001,166.89995021080128,23.35732496344548,23.611454130279842
166.9355,166.9115,166.943,166.9105,230,1.0000449275318912,0.9998502415603633,0.9998562318979486,166.925125,166.92675000000003,166.92166666666668,166.919125,166.93770000000012,166.9963214285714,167.0122813,166.93770000000012,166.9963214285714,167.0122813,166.93770000000012,166.9963214285714,167.0122813,166.98403184437262,166.93770000000012,166.89136815562762,21.27456888217943,21.68922208237659
166.911,166.879,166.9215,166.8625,215,1.0000629077771988,0.9997094259815111,0.999808281,166.89350000000002,166.892,166.88766666666666,166.88549999999998,166.91820000000013,166.98514285714282,166.9945938,166.91820000000013,166.98514285714282,166.9945938,166.91820000000013,166.98514285714282,166.9945938,166.96486733111246,166.91820000000013,166.8715326688878,18.780428026867416,19.36372304505482
166.88,166.824,166.8805,166.739,562,1.000002996164909,0.9991550814956855,0.9996644295302014,166.830875,166.80975,166.8145,166.816875,166.89350000000013,166.96903571428567,166.97821875000002,166.89350000000013,166.96903571428567,166.97821875000002,166.89350000000013,166.96903571428567,166.97821875000002,166.97191938395426,166.89350000000013,166.8150806,15.47420236602084,16.22371628260518
166.8255,166.8545,166.8585,166.8105,301,1.000197811485654,0.999910086,1.000173834335878,166.83725,166.8345,166.84116666666668,166.84449999999998,166.88080000000014,166.95517857142855,166.96690625000002,166.88080000000014,166.95517857142855,166.96690625000002,166.88080000000014,166.95517857142855,166.96690625000002,166.95980025168254,166.88080000000014,166.80179974831773,23.515435233317657,23.556180816055203
166.854,166.841,166.854,166.8125,248,1,0.9997512795617725,0.9999220875735673,166.84037500000002,166.83325000000002,166.83583333333334,166.83712500000001,166.86200000000014,166.93839285714282,166.953875,166.86200000000014,166.93839285714282,166.953875,166.86200000000014,166.93839285714282,166.953875,166.92319150069366,166.86200000000014,166.8008084993066,22.495331422666666,22.62139747710671
166.8415,166.86,166.8735,166.8035,317,1.0001917988030558,0.9997722389213716,1.0001108836830166,166.844625,166.8385,166.8456666666667,166.84925,166.85170000000014,166.9228571428571,166.94209375000003,166.85170000000014,166.9228571428571,166.94209375000003,166.85170000000014,166.9228571428571,166.94209375000003,166.8886193681464,166.85170000000014,166.81478063185386,27.276877883301943,26.971949319776833
166.857,166.874,166.884,166.8515,313,1.0001618152070335,0.9999670376430116,1.0001018836488729,166.866625,166.86775,166.86983333333333,166.870875,166.85070000000013,166.9121428571428,166.9294688,166.85070000000013,166.9121428571428,166.9294688,166.85070000000013,166.9121428571428,166.9294688,166.88476816344053,166.85070000000013,166.81663183655974,30.670903941419347,30.062505852088666
166.8745,166.9145,166.915,166.8635,289,1.0002426973563965,0.9999340821994971,1.0002397010927373,166.891875,166.88925,166.89766666666665,166.90187500000002,166.86880000000014,166.90778571428567,166.9192813,166.86880000000014,166.90778571428567,166.9192813,166.86880000000014,166.90778571428567,166.9192813,166.91916109354236,166.86880000000014,166.8184389064579,39.47153806518066,38.140591573144725
166.914,166.887,166.915,166.887,336,1.000005991109194,0.9998382400517632,0.9998382400517632,166.90075000000002,166.901,166.89633333333333,166.894,166.8753000000001,166.90099999999998,166.91071875000003,166.8753000000001,166.90099999999998,166.91071875000003,166.8753000000001,166.90099999999998,166.91071875000003,166.9249854082761,166.8753000000001,166.8256145917241,36.11883906403284,35.19616875
166.8865,166.9105,166.912,166.8795,301,1.0001527984588328,0.9999580553250262,1.0001438103141955,166.89712500000002,166.89575000000002,166.9006666666667,166.90312500000002,166.88920000000013,166.89521428571425,166.90665625000003,166.88920000000013,166.89521428571425,166.90665625000003,166.88920000000013,166.89521428571425,166.90665625000003,166.93098324740046,166.88920000000013,166.8474167525998,40.75028533743136,39.456507319539206
166.9105,166.963,166.9705,166.908,363,1.000359474089407,0.9999850219129413,1.0003145398282312,166.938,166.93925,166.94716666666667,166.951125,166.9098000000001,166.89425,166.90546875000004,166.9098000000001,166.89425,166.90546875000004,166.9098000000001,166.89425,166.90546875000004,166.97081999487932,166.9098000000001,166.8487800051209,49.55021627145257,47.65671042160959
166.9635,166.9475,166.9685,166.942,295,1.0000299466649896,0.9998712293405445,0.999904171,166.955375,166.95525,166.95266666666666,166.95137499999998,166.9245000000001,166.89425000000003,166.90271875000002,166.9245000000001,166.89425000000003,166.90271875000002,166.9245000000001,166.89425000000003,166.90271875000002,166.97900504343718,166.9245000000001,166.86999495656303,47.31583841565226,45.70712546351658
166.947,166.948,166.9625,166.928,318,1.0000928438366667,0.9998861914260214,1.0000059899249463,166.946375,166.94525,166.94616666666664,166.94662499999998,166.9312000000001,166.89639285714287,166.90093750000003,166.9312000000001,166.89639285714287,166.90093750000003,166.9312000000001,166.89639285714287,166.90093750000003,166.98735193467934,166.9312000000001,166.87504806532087,47.39823976644736,45.78344172346958
166.9485,166.9285,166.9485,166.915,165,1,0.9997993393172145,0.9998802025774417,166.935125,166.93175,166.93066666666667,166.930125,166.9395000000001,166.89592857142858,166.89975000000004,166.9395000000001,166.89592857142858,166.89975000000004,166.9395000000001,166.89592857142858,166.89975000000004,166.97583730563116,166.9395000000001,166.90316269436903,44.47654658410209,43.254169629598984
166.93,166.972,166.982,166.921,218,1.000311507817648,0.999946085,1.0002516024681005,166.95125000000002,166.9515,166.95833333333334,166.96175,166.9518000000001,166.90025,166.90312500000005,166.9518000000001,166.90025,166.90312500000005,166.9518000000001,166.90025,166.90312500000005,166.98158992692672,166.9518000000001,166.9220100730735,51.63821263282916,49.84693960971427
166.9715,166.9945,167.012,166.9715,273,1.0002425563644095,1,1.0001377480588005,166.987375,166.99175,166.99266666666665,166.993125,166.95810000000012,166.9085,166.90684375000004,166.95810000000012,166.9085,166.90684375000004,166.95810000000012,166.9085,166.90684375000004,167.0037832544333,166.95810000000012,166.91241674556693,54.88000073477409,52.868081161111505
166.994,167.0495,167.052,166.9925,324,1.0003473178677078,0.9999910176413525,1.0003323472699617,167.022,167.02224999999999,167.03133333333332,167.03587499999998,166.9785000000001,166.92460714285716,166.91546875000003,166.9785000000001,166.92460714285716,166.91546875000003,166.9785000000001,166.92460714285716,166.91546875000003,167.06225917703895,166.9785000000001,166.89474082296127,61.64766685,59.266010978626795
167.0485,167.0235,167.0515,167.017,293,1.0000179588562603,0.9998114320092668,0.9998503428644976,167.035125,167.03425,167.03066666666666,167.028875,166.9936000000001,166.9366785714286,166.92450000000002,166.9936000000001,166.9366785714286,166.92450000000002,166.9936000000001,166.9366785714286,166.92450000000002,167.0771425625081,166.9936000000001,166.9100574374921,57.27421520246252,55.46922734248641
167.0235,167.052,167.0615,167.0205,275,1.0002275128948919,0.9999820384556664,1.000170634671169,167.039375,167.041,167.04466666666667,167.04649999999998,167.01830000000012,166.95175000000003,166.93875000000003,167.01830000000012,166.95175000000003,166.93875000000003,167.01830000000012,166.95175000000003,166.93875000000003,167.08056587916144,167.01830000000012,166.9560341208388,60.57583025836356,58.57236159114516
167.0525,167.027,167.0585,167.025,259,1.0000359168524866,0.9998353810927703,0.9998473533769323,167.04075,167.04175,167.03683333333333,167.034375,167.0293000000001,166.9636785714286,166.94953125000004,167.0293000000001,166.9636785714286,166.94953125000004,167.0293000000001,166.9636785714286,166.94953125000004,167.07099699914386,167.0293000000001,166.98760300085632,56.454700160067325,54.98706765624901
167.0275,167.0525,167.053,167.0265,221,1.0001526694705962,0.9999940129619374,1.000149675951565,167.039875,167.03975,167.044,167.04612500000002,167.0409000000001,166.97642857142864,166.96275000000003,167.0409000000001,166.97642857142864,166.96275000000003,167.0409000000001,166.97642857142864,166.96275000000003,167.06663246418645,167.0409000000001,167.01516753581376,59.48261212146654,57.79765757395664
167.055,167.079,167.103,167.0545,195,1.0002873305198887,0.999997007,1.0001436652599442,167.072875,167.07875,167.07883333333334,167.078875,167.04680000000013,166.98817857142868,166.97643750000003,167.04680000000013,166.98817857142868,166.97643750000003,167.04680000000013,166.98817857142868,166.97643750000003,167.08711178100143,167.04680000000013,167.00648821899884,62.40802693363789,60.52956811478135
167.0795,167.0875,167.0895,167.057,240,1.0000598517472221,0.9998653335687502,1.0000478813977778,167.078375,167.07324999999997,167.07799999999997,167.080375,167.0596000000001,167.00250000000008,166.98978125000005,167.0596000000001,167.00250000000008,166.98978125000005,167.0596000000001,167.00250000000008,166.98978125000005,167.10273420618688,167.0596000000001,167.01646579381332,63.322772372738925,61.38481174570705
167.087,167.081,167.089,167.076,161,1.000011969812134,0.9999341660332641,0.9999640905635986,167.08325,167.08249999999998,167.082,167.08175,167.06540000000012,167.01467857142868,167.00018750000007,167.06540000000012,167.01467857142868,167.00018750000007,167.06540000000012,167.01467857142868,167.00018750000007,167.11063449680756,167.06540000000012,167.0201655031927,62.07875275518234,60.318723230179764
167.0805,167.0585,167.082,167.0515,217,1.000008978,0.9998264309718968,0.9998683269441976,167.068125,167.06675,167.064,167.06262500000003,167.07170000000013,167.0215000000001,167.01090625000006,167.07170000000013,167.0215000000001,167.01090625000006,167.07170000000013,167.0215000000001,167.01090625000006,167.09901006566676,167.07170000000013,167.0443899343335,57.84262411,56.68384769702486
167.058,167.0685,167.069,167.04,223,1.0000658453950124,0.9998922529899795,1.000062852422512,167.058875,167.0545,167.05916666666667,167.0615,167.07490000000013,167.03014285714292,167.02078125000006,167.07490000000013,167.03014285714292,167.02078125000006,167.07490000000013,167.03014285714292,167.02078125000006,167.09534895324245,167.07490000000013,167.0544510467578,59.17597407769015,57.88694393270796
167.0685,167.085,167.0975,167.0665,195,1.0001735814950155,0.9999880288624127,1.0000987618850952,167.079375,167.082,167.083,167.08350000000002,167.07610000000014,167.03992857142865,167.02840625000005,167.07610000000014,167.03992857142865,167.02840625000005,167.07610000000014,167.03992857142865,167.02840625000005,167.09802167122032,167.07610000000014,167.05417832877995,61.34821867206662,59.849638083025184
167.0855,167.076,167.088,167.0675,217,1.000014962,0.9998922707236714,0.9999431428819376,167.07925,167.07774999999998,167.07716666666667,167.07687499999997,167.07380000000015,167.05046428571436,167.03643750000003,167.07380000000015,167.05046428571436,167.03643750000003,167.07380000000015,167.05046428571436,167.03643750000003,167.09265310726403,167.07380000000015,167.05494689273627,59.48882423180811,58.26960835757446
167.0765,167.05,167.079,167.047,214,1.0000149632054778,0.9998234341753627,0.9998413900219361,167.063125,167.063,167.05866666666665,167.0565,167.06760000000014,167.0560357142858,167.04281250000005,167.06760000000014,167.0560357142858,167.04281250000005,167.06760000000014,167.0560357142858,167.04281250000005,167.09236609962767,167.06760000000014,167.0428339003726,54.36273252743074,53.88593007051705
167.05,167.063,167.069,167.0465,168,1.000113738401676,0.9999790481891649,1.000077821011673,167.05712499999998,167.05775,167.05949999999999,167.060375,167.06850000000014,167.06092857142866,167.05121875000006,167.06850000000014,167.06092857142866,167.05121875000006,167.06850000000014,167.06092857142866,167.05121875000006,167.09218120925564,167.06850000000014,167.04481879074464,56.38634860664051,55.664799138816626
167.0635,167.0615,167.078,167.0585,151,1.0000867933450455,0.9999700712603292,0.9999880285041316,167.065375,167.06825,167.066,167.064875,167.06710000000015,167.0617857142858,167.05681250000004,167.06710000000015,167.0617857142858,167.05681250000004,167.06710000000015,167.0617857142858,167.05681250000004,167.09143433089912,167.06710000000015,167.0427656691012,56.077369783927914,55.40176581846641
167.0625,167.077,167.1005,167.0625,153,1.0002274597830154,1,1.0000867938645717,167.075625,167.0815,167.08,167.07925,167.06550000000013,167.06560714285726,167.06196875000006,167.06550000000013,167.06560714285726,167.06196875000006,167.06550000000013,167.06560714285726,167.06196875000006,167.08559974378483,167.06550000000013,167.04540025621543,58.601788785648964,57.60960166949409
167.0765,167.0735,167.077,167.0625,113,1.0000029926410954,0.9999162060493246,0.9999820441534266,167.072375,167.06975,167.071,167.07162499999998,167.0650000000001,167.06714285714295,167.06346875000006,167.0650000000001,167.06714285714295,167.06346875000006,167.0650000000001,167.06714285714295,167.06346875000006,167.08413111981977,167.0650000000001,167.04586888018045,57.794038401555035,56.930771313171434
167.073,167.0555,167.078,167.0555,92,1.0000299270378816,0.9998952553674142,0.9998952553674142,167.06550000000001,167.06675,167.06300000000002,167.061125,167.0661000000001,167.06917857142867,167.06546875000006,167.0661000000001,167.06917857142867,167.06546875000006,167.0661000000001,167.06917857142867,167.06546875000006,167.0820172786011,167.0661000000001,167.05018272139907,53.69493594890149,53.47421239649462
167.056,167.018,167.063,167.004,250,1.0000419021166553,0.9996887271334162,0.9997725313667273,167.03525000000002,167.0335,167.02833333333334,167.02575000000002,167.0571000000001,167.06671428571437,167.06334375000006,167.0571000000001,167.06671428571437,167.06334375000006,167.0571000000001,167.06671428571437,167.06334375000006,167.09920177855193,167.0571000000001,167.01499822144828,46.323522754457954,47.11706073288578
167.0185,167.0695,167.07,167.008,247,1.0003083490751026,0.9999371327128433,1.0003053553947618,167.04149999999998,167.039,167.04916666666665,167.05425,167.0587000000001,167.0660357142858,167.06600000000006,167.0587000000001,167.0660357142858,167.06600000000006,167.0587000000001,167.0660357142858,167.06600000000006,167.10194164383608,167.0587000000001,167.01545835616412,55.38257169939042,54.960652021758285
167.0725,167.059,167.082,167.048,211,1.0000568615421448,0.9998533570755211,0.9999191967558995,167.065375,167.065,167.063,167.062,167.0551000000001,167.06400000000008,167.06640625000006,167.0551000000001,167.06400000000008,167.06640625000006,167.0551000000001,167.06400000000008,167.06640625000006,167.09447206835242,167.0551000000001,167.01572793164777,53.403616236982764,53.24323946108041
167.0595,167.043,167.0675,167.043,201,1.0000478871300345,0.9999012327943038,0.9999012327943038,167.05325,167.05525,167.05116666666666,167.049125,167.0490000000001,167.0612857142858,167.06415625000005,167.0490000000001,167.0612857142858,167.06415625000005,167.0490000000001,167.0612857142858,167.06415625000005,167.08432137829442,167.0490000000001,167.01367862170576,50.44559352035605,50.66970187850638
167.043,167.065,167.065,167.0405,128,1.0001317026154941,0.9999850337936939,1.0001317026154941,167.05337500000002,167.05275,167.05683333333334,167.058875,167.0509000000001,167.06175000000007,167.06275000000005,167.0509000000001,167.06175000000007,167.06275000000005,167.0509000000001,167.06175000000007,167.06275000000005,167.08837211977692,167.0509000000001,167.01342788022328,54.20193726390996,53.935320888772075
167.0645,167.0355,167.065,167.035,182,1.0000029928560525,0.9998234214928964,0.999826414,167.05,167.05,167.0451666666667,167.04275,167.05440000000007,167.05939285714294,167.05990625000004,167.05440000000007,167.05939285714294,167.05990625000004,167.05440000000007,167.05939285714294,167.05990625000004,167.08045685701256,167.05440000000007,167.02834314298758,48.85421208309198,49.27018766359773
167.034,167.0365,167.037,167.0125,185,1.0000179604152448,0.9998712836907456,1.000014967012704,167.02999999999997,167.02474999999998,167.02866666666665,167.030625,167.04780000000005,167.05592857142867,167.05853125000004,167.04780000000005,167.05592857142867,167.05853125000004,167.04780000000005,167.05592857142867,167.05853125000004,167.07185493348797,167.04780000000005,167.02374506651213,49.03776673284056,49.428350560229326
167.0355,167.049,167.049,167.0325,142,1.000080821142811,0.9999820397460419,1.000080821142811,167.04149999999998,167.04075,167.0435,167.044875,167.04580000000004,167.0540000000001,167.05731250000005,167.04580000000004,167.0540000000001,167.05731250000005,167.04580000000004,167.0540000000001,167.05731250000005,167.06732765314982,167.04580000000004,167.02427234685027,51.38636279793904,51.44671108936992
167.049,167.0395,167.055,167.039,117,1.0000359176050142,0.9999401373249764,0.9999431304587276,167.045625,167.047,167.0445,167.04325,167.04510000000005,167.05325000000008,167.05446875000004,167.04510000000005,167.05325000000008,167.05446875000004,167.04510000000005,167.05325000000008,167.05446875000004,167.0671671664297,167.04510000000005,167.0230328335704,49.51858014835428,49.834348450680835
